mseed stseed accuracy
66165022 11004 0.2777777777777778
66165023 11004 0.9166666666666666
66165024 11004 0.3055555555555556
66165025 11004 0.7222222222222222
66165026 11004 0.7222222222222222
66165027 11004 0.6666666666666666
66165028 11004 0.8333333333333334
66165029 11004 0.5555555555555556
66165030 11004 0.3611111111111111
66165001 11005 0.5
66165002 11005 0.1388888888888889
66165003 11005 0.6944444444444444
66165004 11005 0.8888888888888888
66165005 11005 0.7777777777777778
66165006 11005 0.19444444444444445
66165007 11005 0.7777777777777778
66165008 11005 0.4444444444444444
66165009 11005 0.6388888888888888
66165010 11005 0.4444444444444444
66165011 11005 0.2777777777777778
66165012 11005 0.6388888888888888
66165013 11005 0.1111111111111111
66165014 11005 0.7777777777777778
66165015 11005 0.2777777777777778
66165016 11005 0.8888888888888888
66165017 11005 1.0
66165018 11005 0.6388888888888888
66165019 11005 0.6666666666666666
66165020 11005 0.5
66165021 11005 0.4444444444444444
66165022 11005 0.6388888888888888
66165023 11005 0.6666666666666666
66165024 11005 0.8055555555555556
66165025 11005 0.8611111111111112
66165026 11005 0.9444444444444444
66165027 11005 0.7222222222222222
66165028 11005 0.5555555555555556
66165029 11005 0.3888888888888889
66165030 11005 0.19444444444444445
77165001 11002 0.25
77165002 11002 0.4722222222222222
77165003 11002 0.3611111111111111
77165004 11002 0.6666666666666666
77165005 11002 0.2222222222222222
77165006 11002 0.5
77165007 11002 0.3333333333333333
77165008 11002 0.3333333333333333
77165009 11002 0.25
77165010 11002 0.6944444444444444
77165011 11002 1.0
77165012 11002 0.3888888888888889
77165013 11002 0.3888888888888889
77165014 11002 0.8611111111111112
77165015 11002 0.6944444444444444
77165016 11002 0.8888888888888888
77165017 11002 0.3888888888888889
77165018 11002 0.75
77165019 11002 0.4166666666666667
77165020 11002 0.19444444444444445
77165021 11002 0.05555555555555555
77165022 11002 0.3888888888888889
77165023 11002 0.3611111111111111
77165024 11002 0.5277777777777778
77165025 11002 0.6388888888888888
77165026 11002 0.2777777777777778
77165027 11002 0.6388888888888888
77165028 11002 0.7777777777777778
77165029 11002 0.6944444444444444
77165030 11002 0.8333333333333334
88165001 11002 0.3333333333333333
88165002 11002 0.2222222222222222
88165003 11002 0.16666666666666666
88165004 11002 0.8611111111111112
88165005 11002 0.8055555555555556
88165006 11002 0.75
88165007 11002 0.5555555555555556
88165008 11002 0.2777777777777778
88165009 11002 0.2777777777777778
88165010 11002 0.6388888888888888
88165011 11002 0.5555555555555556
88165012 11002 0.9444444444444444
88165013 11002 0.4444444444444444
88165014 11002 0.4166666666666667
88165015 11002 0.6666666666666666
88165016 11002 0.5
88165017 11002 0.5
88165018 11002 0.3055555555555556
88165019 11002 0.3055555555555556
88165020 11002 0.8888888888888888
88165021 11002 0.4166666666666667
88165022 11002 0.8055555555555556
88165023 11002 0.4722222222222222
88165024 11002 0.5555555555555556
88165025 11002 0.8055555555555556
88165026 11002 0.7777777777777778
88165027 11002 0.6111111111111112
88165028 11002 0.4166666666666667
88165029 11002 0.8333333333333334
88165030 11002 0.4444444444444444
